Scheme,Category,Type,Benchmark,Net_Asset_Value(Rs.),CAGR% 6 Months,CAGR% 1 Year,CAGR% 3 Year,Min. Invest(Rs.),Exp. Ratio(%),SIP Min. Inv.(Rs.)
SBI Retirement Benefit Fund-Aggressive Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, S&P BSE 500 - TRI,14.0,9.36,8.868668958742633,7.160055147058823,5000.0,2.22,1000.0
SBI Retirement Benefit Fund-Aggressive Hybrid Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, CRISIL Hybrid 35+65 - Aggressive Index,13.45,8.09,8.868668958742633,7.160055147058823,5000.0,2.34,1000.0
SBI Retirement Benefit Fund-Conservative Hybrid Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, CRISIL Hybrid 65+35 - Conservative Index,12.0,6.22,8.868668958742633,7.160055147058823,5000.0,1.69,1000.0
SBI Retirement Benefit Fund-Conservative Plan-Reg(IDCW), Solution Oriented - Retirement Fund, Open ended, NIFTY Composite Debt Index,11.42,5.67,8.868668958742633,7.160055147058823,5000.0,1.39,1000.0
IDFC Floating Rate Fund-Reg(DD-IDCW), Debt - Floater Fund, Open ended, NIFTY Low Duration Debt Index,10.03,4.87,3.9,7.160055147058823,1000.0,0.83,1000.0
IDFC Floating Rate Fund-Reg(W-IDCW), Debt - Floater Fund, Open ended, NIFTY Low Duration Debt Index,10.03,4.93,3.93,7.160055147058823,1000.0,0.83,1000.0
IDFC Floating Rate Fund-Reg(M-IDCW), Debt - Floater Fund, Open ended, NIFTY Low Duration Debt Index,10.05,4.93,3.93,7.160055147058823,1000.0,0.83,1000.0
IDFC Floating Rate Fund-Reg(Q-IDCW), Debt - Floater Fund, Open ended, NIFTY Low Duration Debt Index,10.14,4.93,3.93,7.160055147058823,1000.0,0.83,1000.0
IDFC Floating Rate Fund-Reg(A-IDCW), Debt - Floater Fund, Open ended, NIFTY Low Duration Debt Index,10.38,4.93,3.93,7.160055147058823,1000.0,0.83,1000.0
IDFC Floating Rate Fund-Reg(P-IDCW), Debt - Floater Fund, Open ended, NIFTY Low Duration Debt Index,10.77,4.93,3.93,7.160055147058823,1000.0,0.83,1000.0
ITI Mid Cap Fund-Reg(G), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI,11.34,4.49,8.868668958742633,7.160055147058823,5000.0,2.54,1000.0
ITI Mid Cap Fund-Reg(IDCW), Equity - Mid Cap Fund, Open ended, Nifty Midcap 150 - TRI,11.34,4.49,8.868668958742633,7.160055147058823,5000.0,2.54,1000.0
Kotak Nifty Next 50 Index Fund-Reg(IDCW), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI,11.04,-5.99,8.868668958742633,7.160055147058823,5000.0,0.83,1000.0
HSBC Global Equity Climate Change FoF-Reg(G), FoFs (Overseas), Open ended, MSCI AC World Index,9.34,-1.85,8.868668958742633,7.160055147058823,5000.0,2.12,1000.0
Kotak Global Innovation FoF-Reg(G), FoFs (Overseas), Open ended, MSCI AC World Index,7.44,-10.26,8.868668958742633,7.160055147058823,1000.0,1.61,1000.0
Nippon India Flexi Cap Fund-Reg(G), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI,10.63,0.27,8.868668958742633,7.160055147058823,1000.0,2.04,1000.0
Kotak Multicap Fund-Reg(G), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,10.48,9.23,8.868668958742633,7.160055147058823,5000.0,1.9,1000.0
HSBC Global Equity Climate Change FoF-Reg(IDCW), FoFs (Overseas), Open ended, MSCI AC World Index,9.34,-1.85,8.868668958742633,7.160055147058823,5000.0,2.12,1000.0
UTI Nifty200 Momentum 30 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty200 Momentum 30 - TRI,12.54,-6.25,8.868668958742633,7.160055147058823,5000.0,0.91,1000.0
Motilal Oswal Asset Allocation Passive FoF-Aggressive-Reg(G), FoFs (Domestic) - Equity Oriented, Open ended, NIFTY 500 - TRI,11.73,3.25,8.868668958742633,7.160055147058823,1000.0,0.59,1000.0
Motilal Oswal Asset Allocation Passive FoF-Conservative-Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY 500 - TRI,11.33,2.6,8.868668958742633,7.160055147058823,1000.0,0.6,1000.0
Invesco India ESG Equity Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI,12.0,-6.2,8.868668958742633,7.160055147058823,1000.0,2.37,1000.0
Invesco India ESG Equity Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY100 ESG - TRI,12.0,-6.2,8.868668958742633,7.160055147058823,1000.0,2.37,1000.0
Mirae Asset Corp Bond Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index,10.7,4.4,2.93,7.160055147058823,5000.0,0.92,1000.0
Mirae Asset Corp Bond Fund-Reg(IDCW), Debt - Corporate Bond Fund, Open ended, NIFTY Corporate Bond Index,10.7,4.4,2.93,7.160055147058823,5000.0,0.92,1000.0
Axis Multicap Fund-Reg(G), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,9.88,1.55,8.868668958742633,7.160055147058823,1000.0,1.86,1000.0
Tata Business Cycle Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI,11.61,8.61,8.868668958742633,7.160055147058823,5000.0,2.31,1000.0
Tata Dividend Yield Fund-Reg(G), Equity - Dividend Yield Fund, Open ended, Nifty Dividend Opportunities 50 - TRI,11.44,3.19,8.868668958742633,7.160055147058823,5000.0,2.35,1000.0
Tata Floating Rate Fund-Reg(G), Debt - Floater Fund, Open ended, NIFTY 500 - TRI,10.69,5.42,4.69,7.160055147058823,5000.0,0.73,1000.0
SBI Nifty Midcap 150 Index Fund-Reg(G), Index Funds - Other, Open ended, Nifty Midcap 150 - TRI,10.1,4.034813852813854,8.868668958742633,7.160055147058823,5000.0,1.0,1000.0
Mirae Asset Global X Artificial Intelligence & Technology ETF FoF-Reg(G), FoFs (Overseas), Open ended, Indxx Artificial Intelligence & Big Data Index - TRI,11.59,4.034813852813854,8.868668958742633,7.160055147058823,5000.0,0.51,1000.0
ITI Value Fund-Reg(G), Equity - Value Fund, Open ended, NIFTY 500 - TRI,10.34,7.5,8.868668958742633,7.160055147058823,5000.0,2.41,1000.0
Edelweiss Nifty PSU Bond Plus SDL Apr 2027 50:50 Index Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, Nifty PSU Bond Plus SDL Apr 2027 50:50 Index,10.36,4.62,2.12,7.160055147058823,5000.0,0.34,1000.0
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF(G), FoFs (Domestic) - Equity Oriented, Open ended, NIFTY Alpha Low-Volatility 30 - TRI,9.47,1.83,8.868668958742633,7.160055147058823,1000.0,0.63,5000.0
DSP Floater Fund-Reg(G), Debt - Floater Fund, Open ended, CRISIL Short Term Gilt Index,10.83,5.94,3.61,7.160055147058823,1000.0,0.5,1000.0
DSP Floater Fund-Reg(IDCW), Debt - Floater Fund, Open ended, CRISIL Short Term Gilt Index,10.83,5.94,3.61,7.160055147058823,1000.0,0.5,1000.0
Aditya Birla SL Nifty Smallcap 50 Index Fund-Reg(IDCW), Index Funds - Nifty, Open ended, Nifty Smallcap 50 - TRI,10.45,-12.3,8.868668958742633,7.160055147058823,1000.0,1.01,1000.0
IDFC CRISIL IBX Gilt April 2028 Index Fund-Reg(G), Debt - Gilt Fund, Open ended, CRISIL Gilt 2028 Index,10.75,4.53,2.25,7.160055147058823,1000.0,0.41,1000.0
IDFC CRISIL IBX Gilt April 2028 Index Fund-Reg(IDCW), Debt - Gilt Fund, Open ended, CRISIL Gilt 2028 Index,10.31,4.53,2.25,7.160055147058823,1000.0,0.41,1000.0
Aditya Birla SL Nifty Midcap 150 Index Fund-Reg(IDCW), Index Funds - Other, Open ended, Nifty Midcap 150 - TRI,12.9,4.62,8.868668958742633,7.160055147058823,1000.0,1.02,1000.0
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF(G), FoFs (Domestic) - Equity Oriented, Open ended, Nifty100 Low Volatility 30 - TRI,11.96,3.37,8.868668958742633,7.160055147058823,1000.0,0.64,1000.0
ICICI Pru Nifty 100 Low Volatility 30 ETF FOF(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, Nifty100 Low Volatility 30 - TRI,11.96,3.37,8.868668958742633,7.160055147058823,1000.0,0.64,1000.0
TRUSTMF Liquid Fund-Reg(G), Debt - Liquid Fund, Open ended, NIFTY 500 - TRI,1079.17,5.14,8.868668958742633,7.160055147058823,1000.0,0.25,1000.0
TRUSTMF Liquid Fund-Reg(DD-IDCW), Debt - Liquid Fund, Open ended, NIFTY 500 - TRI,1049.79,5.62,8.868668958742633,7.160055147058823,1000.0,0.25,1000.0
TRUSTMF Liquid Fund-Reg(W-IDCW), Debt - Liquid Fund, Open ended, NIFTY 500 - TRI,1032.35,5.06,8.868668958742633,7.160055147058823,1000.0,0.25,1000.0
TRUSTMF Liquid Fund-Reg(M-IDCW), Debt - Liquid Fund, Open ended, NIFTY 500 - TRI,1038.21,5.2,8.868668958742633,7.160055147058823,1000.0,0.25,1000.0
Aditya Birla SL Multi-Cap Fund-Reg(G), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,12.24,1.24,8.868668958742633,7.160055147058823,1000.0,2.14,1000.0
Aditya Birla SL Multi-Cap Fund-Reg(IDCW), Equity - Multi Cap Fund, Open ended, Nifty500 Multicap 50:25:25 - TRI,12.24,1.24,8.868668958742633,7.160055147058823,1000.0,2.14,1000.0
Quant Quantamental Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI,13.77,19.95,8.868668958742633,7.160055147058823,5000.0,2.31,1000.0
Quant Quantamental Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI,13.78,19.96,8.868668958742633,7.160055147058823,5000.0,2.31,1000.0
Baroda BNP Paribas Funds Aqua FoF-Reg(G), FoFs (Overseas), Open ended, MSCI World,10.61,7.0,8.868668958742633,7.160055147058823,5000.0,1.62,1030.463038180341
Baroda BNP Paribas Funds Aqua FoF-Reg(IDCW), FoFs (Overseas), Open ended, MSCI World,10.61,7.0,8.868668958742633,7.160055147058823,5000.0,1.62,1030.463038180341
HDFC Asset Allocator FoF-Reg(G), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY 500 - TRI,12.37,8.45,8.868668958742633,7.160055147058823,1000.0,1.25,1000.0
HDFC Asset Allocator FoF-Reg(IDCW), FoFs (Domestic) - Debt Oriented, Open ended, NIFTY 500 - TRI,12.37,8.45,8.868668958742633,7.160055147058823,1000.0,1.25,1000.0
ICICI Pru Flexicap Fund(G), Equity - Flexi Cap Fund, Open ended, S&P BSE 500 - TRI,11.61,8.62,8.868668958742633,7.160055147058823,5000.0,1.78,1000.0
ICICI Pru Flexicap Fund(IDCW), Equity - Flexi Cap Fund, Open ended, S&P BSE 500 - TRI,11.61,8.72,8.868668958742633,7.160055147058823,5000.0,1.78,1000.0
ITI Ultra Short Duration Fund-Reg(G), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index,1063.0,5.06,4.1,7.160055147058823,5000.0,0.95,1000.0
ITI Ultra Short Duration Fund-Reg(DD-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index,1001.0,5.14,4.16,7.160055147058823,5000.0,0.95,1000.0
ITI Ultra Short Duration Fund-Reg(W-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index,1001.39,5.08,4.11,7.160055147058823,5000.0,0.95,1000.0
ITI Ultra Short Duration Fund-Reg(FN-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index,1001.42,5.07,4.11,7.160055147058823,5000.0,0.95,1000.0
ITI Ultra Short Duration Fund-Reg(M-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index,1003.75,5.06,4.1,7.160055147058823,5000.0,0.95,1000.0
ITI Ultra Short Duration Fund-Reg(A-IDCW), Debt - Ultra Short Duration Fund, Open ended, CRISIL Ultra Short Term Debt Index,1063.02,5.06,4.1,7.160055147058823,5000.0,0.95,1000.0
Canara Rob Focused Equity Fund-Reg(G), Equity - Focused Fund, Open ended, S&P BSE 500 - TRI,12.5,2.22,8.868668958742633,7.160055147058823,5000.0,2.08,1000.0
Canara Rob Focused Equity Fund-Reg(IDCW), Equity - Focused Fund, Open ended, S&P BSE 500 - TRI,12.45,2.31,8.868668958742633,7.160055147058823,5000.0,2.08,1000.0
SBI Nifty Next 50 Index Fund-Reg(G), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI,10.48,-6.52,8.868668958742633,7.160055147058823,5000.0,0.84,1000.0
SBI Nifty Next 50 Index Fund-Reg(IDCW), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI,10.48,-6.51,8.868668958742633,7.160055147058823,5000.0,0.84,1000.0
Tata Dividend Yield Fund-Reg(IDCW), Equity - Dividend Yield Fund, Open ended, Nifty Dividend Opportunities 50 - TRI,11.44,3.19,8.868668958742633,7.160055147058823,5000.0,2.35,1000.0
Aditya Birla SL Nifty 50 Equal Weight Index Fund-Reg(IDCW), Index Funds - Other, Open ended, NIFTY50 Equal Weight - TRI,11.44,3.93,8.868668958742633,7.160055147058823,1000.0,1.02,1000.0
Kotak Nifty 50 Index Fund-Reg(G), Index Funds - Nifty, Open ended, NIFTY 50 - TRI,11.55,4.49,8.868668958742633,7.160055147058823,1000.0,0.51,1000.0
Kotak Nifty 50 Index Fund-Reg(IDCW), Index Funds - Nifty, Open ended, NIFTY 50 - TRI,11.55,4.49,8.868668958742633,7.160055147058823,1000.0,0.51,1000.0
ITI Value Fund-Reg(IDCW), Equity - Value Fund, Open ended, NIFTY 500 - TRI,10.34,7.5,8.868668958742633,7.160055147058823,5000.0,2.41,1000.0
Axis Quant Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, S&P BSE 200 - TRI,10.9,0.74,8.868668958742633,7.160055147058823,1000.0,2.14,1000.0
HDFC Banking & Financial Services Fund-Reg(IDCW), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI,11.23,8.8,8.868668958742633,7.160055147058823,1000.0,1.92,1000.0
Tata Floating Rate Fund-Reg(M-IDCW), Debt - Floater Fund, Open ended, NIFTY 500 - TRI,10.69,5.42,4.69,7.160055147058823,5000.0,0.73,1000.0
Tata Floating Rate Fund-Reg(Q-IDCW), Debt - Floater Fund, Open ended, NIFTY 500 - TRI,10.69,5.42,4.69,7.160055147058823,5000.0,0.73,1000.0
Tata Floating Rate Fund-Reg(IDCW), Debt - Floater Fund, Open ended, NIFTY 500 - TRI,10.69,5.42,4.69,7.160055147058823,5000.0,0.73,1000.0
ITI Dynamic Bond Fund-Reg(G), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index,10.62,4.49,4.02,7.160055147058823,5000.0,1.2,1000.0
ITI Dynamic Bond Fund-Reg(M-IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index,10.03,4.47,4.13,7.160055147058823,5000.0,1.2,1000.0
ITI Dynamic Bond Fund-Reg(Q-IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index,10.62,4.49,4.02,7.160055147058823,5000.0,1.2,1000.0
ITI Dynamic Bond Fund-Reg(H-IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index,10.62,4.49,4.02,7.160055147058823,5000.0,1.2,1000.0
ITI Dynamic Bond Fund-Reg(A-IDCW), Debt - Dynamic Bond, Open ended, CRISIL Dynamic Debt Index,10.62,4.49,4.02,7.160055147058823,5000.0,1.2,1000.0
Invesco India Medium Duration Fund-Reg(G), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index,1041.19,3.82,1.95,7.160055147058823,1000.0,1.35,1000.0
Invesco India Medium Duration Fund-Reg(IDCW), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index,1041.19,3.82,1.95,7.160055147058823,1000.0,1.35,1000.0
Invesco India Medium Duration Fund-Reg(Q-IDCW), Debt - Medium Duration Fund, Open ended, NIFTY Medium Duration Debt Index,1022.95,3.82,1.95,7.160055147058823,1000.0,1.35,1000.0
Navi Nifty 50 Index Fund-Reg(G), Index Funds - Nifty, Open ended, NIFTY 50 - TRI,11.45,4.65,8.868668958742633,7.160055147058823,1000.0,0.27,1000.0
PGIM India Small Cap Fund-Reg(G), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI,10.55,-2.52,8.868668958742633,7.160055147058823,5000.0,2.08,1000.0
PGIM India Small Cap Fund-Reg(IDCW), Equity - Small cap Fund, Open ended, Nifty Smallcap 250 - TRI,10.55,-2.52,8.868668958742633,7.160055147058823,5000.0,2.08,1000.0
Kotak Global Innovation FoF-Reg(IDCW), FoFs (Overseas), Open ended, MSCI AC World Index,7.44,-10.25,8.868668958742633,7.160055147058823,1000.0,1.61,1000.0
Axis Floater Fund-Reg(G), Debt - Floater Fund, Open ended, CRISIL Low Duration Debt Index,1067.15,4.94,4.71,7.160055147058823,5000.0,0.52,1000.0
Axis Floater Fund-Reg(DD-IDCW), Debt - Floater Fund, Open ended, CRISIL Low Duration Debt Index,1001.47,4.95,4.71,7.160055147058823,5000.0,0.52,1000.0
Axis Floater Fund-Reg(M-IDCW), Debt - Floater Fund, Open ended, CRISIL Low Duration Debt Index,1002.25,4.94,4.7,7.160055147058823,5000.0,0.52,1000.0
Axis Floater Fund-Reg(Q-IDCW), Debt - Floater Fund, Open ended, CRISIL Low Duration Debt Index,1044.25,4.94,4.7,7.160055147058823,5000.0,0.52,1000.0
Axis Floater Fund-Reg(A-IDCW), Debt - Floater Fund, Open ended, CRISIL Low Duration Debt Index,1060.89,4.94,4.71,7.160055147058823,5000.0,0.52,1000.0
Tata Business Cycle Fund-Reg(IDCW), Equity - Thematic Fund - Other, Open ended, NIFTY 500 - TRI,11.61,8.61,8.868668958742633,7.160055147058823,5000.0,2.31,1000.0
TRUSTMF Short Term Fund-Reg(G), Debt - Short Duration Fund, Open ended, NIFTY 500 - TRI,1053.22,4.49,3.24,7.160055147058823,1000.0,0.73,1000.0
TRUSTMF Short Term Fund-Reg(W-IDCW), Debt - Short Duration Fund, Open ended, NIFTY 500 - TRI,1011.27,4.28,3.16,7.160055147058823,1000.0,0.73,1000.0
TRUSTMF Short Term Fund-Reg(M-IDCW), Debt - Short Duration Fund, Open ended, NIFTY 500 - TRI,1014.37,4.49,3.26,7.160055147058823,1000.0,0.73,1000.0
TRUSTMF Short Term Fund-Reg(Q-IDCW), Debt - Short Duration Fund, Open ended, NIFTY 500 - TRI,1016.38,4.5,3.25,7.160055147058823,1000.0,0.73,1000.0
Nippon India Flexi Cap Fund-Reg(IDCW), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI,10.63,0.27,8.868668958742633,7.160055147058823,1000.0,2.04,1000.0
Mahindra Manulife Flexi Cap Yojana-Reg(G), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI,10.44,3.53,8.868668958742633,7.160055147058823,1000.0,2.26,1000.0
Mahindra Manulife Flexi Cap Yojana-Reg(IDCW), Equity - Flexi Cap Fund, Open ended, NIFTY 500 - TRI,10.44,3.55,8.868668958742633,7.160055147058823,1000.0,2.26,1000.0
IDFC US Equity FoF-Reg(G), FoFs (Overseas), Open ended, Russell 1000 Index,9.15,-2.02,8.868668958742633,7.160055147058823,1000.0,1.61,1000.0
IDFC US Equity FoF-Reg(IDCW), FoFs (Overseas), Open ended, Russell 1000 Index,9.15,-2.02,8.868668958742633,7.160055147058823,1000.0,1.61,1000.0
ICICI Pru NASDAQ 100 Index Fund(G), Equity - Thematic Fund - Global, Open ended, Nasdaq-100,8.87,-5.52,8.868668958742633,7.160055147058823,1000.0,1.0,1000.0
ICICI Pru Nifty Smallcap 250 Index Fund(G), Index Funds - Other, Open ended, Nifty Smallcap 250 - TRI,9.37,-2.81,8.868668958742633,7.160055147058823,1000.0,1.0,1000.0
UTI Focused Equity Fund-Reg(G), Equity - Focused Fund, Open ended, NIFTY 500 - TRI,10.24,2.85,8.868668958742633,7.160055147058823,5000.0,1.92,1000.0
Nippon India Taiwan Equity Fund-Reg(G), Equity - Thematic Fund - Global, Open ended, Taiwan Capitalization Weighted Stock Index,7.48,-19.65,8.868668958742633,7.160055147058823,1000.0,2.39,1000.0
Axis Nifty 50 Index Fund-Reg(G), Index Funds - Nifty, Open ended, NIFTY 50 - TRI,10.55,4.57,8.868668958742633,7.160055147058823,1000.0,0.42,1000.0
Axis Nifty Next 50 Index Fund-Reg(G), Index Funds - Nifty Next 50, Open ended, NIFTY NEXT 50 - TRI,9.41,-6.33,8.868668958742633,7.160055147058823,1000.0,0.83,1000.0
UTI Focused Equity Fund-Reg(IDCW), Equity - Focused Fund, Open ended, NIFTY 500 - TRI,10.24,2.85,8.868668958742633,7.160055147058823,5000.0,1.92,1000.0
HDFC NIFTY50 Equal Weight Index Fund-Reg(G), Index Funds - Other, Open ended, NIFTY50 Equal Weight - TRI,11.2,4.16,8.868668958742633,7.160055147058823,1000.0,1.18,1000.0
Aditya Birla SL NASDAQ 100 FOF-Reg(G), FoFs (Overseas), Open ended, Nasdaq-100 - TRI,8.56,-3.93,8.868668958742633,7.160055147058823,1000.0,0.65,1000.0
UTI Nifty Midcap 150 Quality 50 Index Fund-Reg(G), Index Funds - Other, Open ended, NIFTY Midcap150 Quality 50 - TRI,9.22,4.034813852813854,8.868668958742633,7.160055147058823,5000.0,0.87,1000.0
TRUSTMF Overnight Fund-Reg(G), Debt - Overnight Fund, Open ended, CRISIL Overnight Index,1053.04,4.99,8.868668958742633,7.160055147058823,1000.0,0.12,1000.0
ITI Banking & Financial Services Fund-Reg(G), Equity - Sectoral Fund - Banks & Financial Services, Open ended, Nifty Financial Services - TRI,10.63,9.21,8.868668958742633,7.160055147058823,5000.0,2.6,1000.0
ITI Pharma & Healthcare Fund-Reg(G), Equity - Sectoral Fund - Pharma & Health Care, Open ended, Nifty Healthcare Index - TRI,9.15,-3.47,8.868668958742633,7.160055147058823,5000.0,2.59,1000.0
ICICI Pru S&P BSE 500 ETF FOF-Reg(G), FoFs (Domestic) - Equity Oriented, Open ended, S&P BSE 500 - TRI,10.26,1.7,8.868668958742633,7.160055147058823,1000.0,0.61,1000.0
DSP Global Innovation FoF-Reg(G), FoFs (Overseas), Open ended, MSCI AC World Index,9.43,-5.68,8.868668958742633,7.160055147058823,1000.0,2.23,1000.0
Aditya Birla SL Nifty SDL Plus PSU Bond Sep 2026 60:40 Index Fund-Reg(G), Debt - Corporate Bond Fund, Open ended, Nifty SDL Plus PSU Bond Sep 2026 60:40 Index,10.36,4.66,2.23,7.160055147058823,1000.0,0.36,1000.0
Aditya Birla SL Business Cycle Fund-Reg(G), Equity - Thematic Fund - Other, Open ended, S&P BSE 500 - TRI,10.37,2.38,8.868668958742633,7.160055147058823,1000.0,2.01,1000.0
Union Retirement Fund-Reg(G), Solution Oriented - Retirement Fund, Open ended, S&P BSE 500 - TRI,9.9,4.034813852813854,8.868668958742633,7.160055147058823,1000.0,2.45,1000.0
Mirae Asset Money Market Fund-Reg(G), Debt - Money Market Fund, Open ended, Nifty Money Market Index,1063.94,5.34,4.68,7.160055147058823,5000.0,0.65,1000.0
Mirae Asset Money Market Fund-Reg(IDCW), Debt - Money Market Fund, Open ended, Nifty Money Market Index,1063.91,5.33,4.68,7.160055147058823,5000.0,0.65,1000.0
SBI Balanced Advantage Fund-Reg(IDCW), Hybrid - Balanced Advantage, Open ended, NIFTY 50 Hybrid Composite Debt 50:50 Index,10.86,6.61,8.868668958742633,7.160055147058823,5000.0,1.64,1000.0
Canara Rob Value Fund-Reg(G), Equity - Value Fund, Open ended, S&P BSE 500 - TRI,11.52,10.69,8.868668958742633,7.160055147058823,5000.0,2.35,1000.0
Canara Rob Value Fund-Reg(IDCW), Equity - Value Fund, Open ended, S&P BSE 500 - TRI,11.51,10.69,8.868668958742633,7.160055147058823,5000.0,2.35,1000.0
ICICI Pru Nifty Alpha Low - Volatility 30 ETF FOF(IDCW), FoFs (Domestic) - Equity Oriented, Open ended, NIFTY Alpha Low-Volatility 30 - TRI,9.47,1.83,8.868668958742633,7.160055147058823,1000.0,0.63,1000.0
Axis Value Fund-Reg(G), Equity - Value Fund, Open ended, NIFTY500 Value 50 - TRI,10.44,3.89,8.868668958742633,7.160055147058823,1000.0,2.66,1000.0
